language,fleurs_config,fleurs_lang_code,iso639_3,region_group,analysis_version,fleurs_revision,ud_revision,fleurs_n_utterances,fleurs_train_files,fleurs_downloaded_bytes,ud_status,ud_treebank,ud_downloaded_bytes,max_lag_characters,max_lag_rule,memory_cost_bits_char,word_rate_wps,syllable_rate_sps,speech_char_rate_cps,seconds_per_character,mean_duration_s,median_duration_s,estimated_syllable_total,syllable_estimator,locality_lambda_per_char,locality_lambda_per_s,locality_quality_status,locality_lambda_r2,locality_fit_rmse_bits,hilberg_alpha,hilberg_r2,hilberg_alpha_at_bound,locality_amplitude,n_decay_points,n_positive_information_points,decay_start_lag,decay_end_lag,decay_start_seconds,decay_end_seconds,decay_fit_method,lambda_q025,lambda_q975,lambda_bootstrap_n,lambda_bootstrap_method,n_words,n_word_types,mean_word_length_chars,median_word_length_chars,lexical_ttr,n_chars,mean_chars_per_utterance,H_original,H_order,H_structure,word_order_redundancy,word_structure_redundancy,word_order_redundancy_raw,word_structure_redundancy_raw,morphology_index,morphology_index_status,morphology_estimator_version,char_entropy_rate_bits,morphology_corpus_characters,morphology_character_definition,ud_n_sentences,ud_n_tokens,ud_morph_feature_density,ud_mean_feats_per_token,ud_dependency_direction_entropy_bits,ud_mean_dependency_distance,morphology_source,locality_estimator,locality_effective_train_chars,locality_effective_valid_chars,locality_eval_positions,locality_requested_train_chars,locality_requested_valid_chars,locality_target_unit,locality_train_valid_fraction,speech_time_source
Hungarian,hu_hu,hu,hun,Western Europe,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2127391735,loaded,hu_szeged,382441,20,standard_fixed_lag,9.124908866915815,1.6924682715591088,4.138559821565865,10.283960032493404,0.0972388065337068,10.730383333333332,10.32,53290.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.4402747995696059,4.527768442087871,identified,0.975689835903129,0.0469949549124407,1.7304159688377647,-4.129758875727189,False,1.8012187284371997,20,20,1.0,20.0,0.0972388065337068,1.9447761306741376,nonlinear_exponential_least_squares_positive_prefix,,,8,parametric_residual_positive_prefix,17557.0,7711.0,6.086290368513983,6.0,0.43919804066754,123504.0,135.71868131868132,2.25671645792281,2.468952115213016,3.132618876645848,0.212235657290206,0.875902418723038,0.212235657290206,0.875902418723038,0.8049552148126257,identified,koplenig_lz_longest_match_v6_ud_annotations,2.25671645792281,124413.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,910.0,20166.0,0.7274124764455023,2.228949717346028,0.8955354603618269,3.752908184461986,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,99951,19963,16671,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Bulgarian,bg_bg,bg,bul,Eastern Europe,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2157177319,loaded,bg_btb,2471710,20,standard_fixed_lag,10.891560055387362,1.808834867335234,1.81802007437848,9.49757640718095,0.1052900189614602,11.52215,10.86,25137.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.5761382643338216,5.471917186611087,identified,0.958289624773676,0.0728171443258564,1.4860941902626923,-1.2221511558796871,False,2.5962239549198265,20,20,1.0,20.0,0.1052900189614602,2.1058003792292053,nonlinear_exponential_least_squares_positive_prefix,4.316025116485293,6.275578766536589,133,parametric_residual_positive_prefix,56584.0,15573.0,5.120405061501485,5.0,0.2752191432206984,341317.0,68.2634,2.0369893089715783,2.354790198066319,2.6960555215630624,0.3178008890947406,0.6590662125914841,0.3178008890947406,0.6590662125914841,0.6746733628902368,identified,koplenig_lz_longest_match_v6_ud_annotations,2.0369893089715783,346316.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,5000.0,65545.0,0.6426882294606758,2.559112060416508,0.9841259879955254,2.9239078371459244,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,99994,19995,16787,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Belarusian,be_by,be,bel,Eastern Europe,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2158464121,loaded,be_hse,6215172,20,standard_fixed_lag,10.36272262749556,1.4595049679693572,1.4610552224495927,8.34949175503117,0.1197677690258725,13.976200000000002,13.56,24504.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.5307937087250851,4.431857694622515,identified,0.96336509239377,0.0642488294387145,1.5863124526629968,-2.3347631941365936,False,2.298567116219664,20,20,1.0,20.0,0.1197677690258725,2.39535538051745,nonlinear_exponential_least_squares_positive_prefix,3.700759971551973,5.581110104035991,125,parametric_residual_positive_prefix,60962.0,19876.0,5.498589285128441,5.0,0.3260391719431777,391167.0,78.2334,2.122624275820443,2.536014562789213,2.723054771622043,0.4133902869687702,0.6004304958016,0.4133902869687702,0.6004304958016,0.5922452034972705,identified,koplenig_lz_longest_match_v6_ud_annotations,2.122624275820443,396166.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,5000.0,68095.0,0.6129671782069168,2.5381892943681623,0.9979129546539952,3.104350582455028,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,99990,19996,16731,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Mongolian,mn_mn,mn,mon,Central Asia / Middle East / North Africa,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2180198517,no_matching_treebank,,0,20,standard_fixed_lag,9.89426260140575,1.4892867914221843,1.4902576011163016,8.716964964125346,0.1147188274950626,12.87585,12.18,23026.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.5256843901878803,4.58237241145535,identified,0.9939539239651058,0.026989329305349,1.6635215717136382,-2.5384046732466827,False,2.376277231676212,20,20,1.0,20.0,0.1147188274950626,2.294376549901252,nonlinear_exponential_least_squares_positive_prefix,4.164159685584516,4.933277717863848,154,parametric_residual_positive_prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,held-out character-level interpolated Kneser-Ney,99994,19970,16663,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Hebrew,he_il,he,heb,Central Asia / Middle East / North Africa,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2180995846,loaded,he_htb,2001720,10,low_resource_fixed_lag,8.433604311049761,1.630416608943645,1.6391745846729056,7.504948256287032,0.1332454223334959,10.46665,9.9,20588.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.5573102199312034,4.182584363283628,identified,0.9118134307067316,0.1057154086615894,0.731992692965683,0.898209571506769,False,2.0570898396310886,10,10,1.0,10.0,0.1332454223334959,1.33245422333496,nonlinear_exponential_least_squares_positive_prefix,2.7353735843106097,4.696734115431429,142,parametric_residual_positive_prefix,80873.0,24749.0,4.518677432517651,5.0,0.3060230237532922,441312.0,88.2624,2.4461599864750467,2.703301167682836,2.948509895000304,0.257141181207789,0.5023499085252574,0.257141181207789,0.5023499085252574,0.661429627438853,identified,koplenig_lz_longest_match_v6_ud_annotations,2.4461599864750467,446311.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,5000.0,132613.0,0.5905605031180955,1.522920075709018,0.9992851249935196,3.567959377179441,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,75271,18991,16753,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Malay,ms_my,ms,msa,South/Southeast Asia,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2184748526,no_matching_treebank,,0,20,standard_fixed_lag,8.262647131609935,1.514434484233142,3.61018548938012,9.104532678358185,0.1098354012586541,12.784199999999998,12.06,55384.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.6912810896274929,6.293791270444561,identified,0.9362145564469766,0.0858097077941689,1.6298519205212605,-0.5272164202955663,False,2.817211015524604,20,20,1.0,20.0,0.1098354012586541,2.196708025173083,nonlinear_exponential_least_squares_positive_prefix,4.702391415739195,7.851784029493602,125,parametric_residual_positive_prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,held-out character-level interpolated Kneser-Ney,99960,19972,16658,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Lithuanian,lt_lt,lt,lit,Eastern Europe,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2185979466,loaded,lt_alksnis,987175,20,standard_fixed_lag,10.852392176861214,1.414344046551994,3.5852291319874228,8.947173730561838,0.1117671378822332,11.7145,11.16,50399.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.4368525183859503,3.908595376632557,identified,0.9685136501817372,0.0525424198730468,1.5406172975857657,-3.798607429647904,False,1.7836573872542278,20,20,1.0,20.0,0.1117671378822332,2.2353427576446645,nonlinear_exponential_least_squares_positive_prefix,3.258691349118004,4.275288058090351,155,parametric_residual_positive_prefix,39095.0,13454.0,6.568435861363346,7.0,0.344136078782453,293547.0,125.39384878257157,1.7370906677805884,2.237633094575328,2.274112261429868,0.5005424267947398,0.5370215936492793,0.5005424267947398,0.5370215936492793,0.5175792366233596,identified,koplenig_lz_longest_match_v6_ud_annotations,1.7370906677805884,295887.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,2341.0,47641.0,0.7325622887848702,2.689532125690057,0.957415997379951,3.715849889624724,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,99935,19991,16521,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Mandarin Chinese,cmn_hans_cn,cmn,cmn,CJK,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2214262858,no_matching_treebank,,0,10,low_resource_fixed_lag,15.694998614743035,3.209704635455233,3.1772606401557315,3.45311221741513,0.2895938321832362,10.736449999999998,10.17,40935.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.4231986330438061,1.4613523701569493,identified,0.692415343127079,0.4702079561664401,1.0033799982281868,0.4213927068991077,False,3.419630200839504,10,10,1.0,10.0,0.2895938321832362,2.8959383218323627,nonlinear_exponential_least_squares_positive_prefix,,,29,parametric_residual_positive_prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,held-out character-level interpolated Kneser-Ney,35305,9184,7727,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Luo,luo_ke,luo,luo,Sub-Saharan Africa,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2242079153,no_matching_treebank,,0,20,standard_fixed_lag,9.116310258349795,1.6405418989842315,2.985529099601407,7.247898914098023,0.1379710191673453,14.2585,13.56,51083.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.6677780246918539,4.839987620022611,identified,0.9423265476983164,0.0732972007922558,1.362793198493529,-0.1690244952499462,False,2.493564708214006,20,20,1.0,20.0,0.1379710191673453,2.759420383346907,nonlinear_exponential_least_squares_positive_prefix,3.8452670870227807,5.457188848467104,131,parametric_residual_positive_prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,held-out character-level interpolated Kneser-Ney,99965,19994,16547,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Bosnian,bs_ba,bs,bos,Western Europe,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2254246569,no_matching_treebank,,0,20,standard_fixed_lag,9.683258279753948,1.6869127531116874,3.91070642676158,9.079547251075684,0.110137650297654,11.70185,11.28,54915.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.4720160673467723,4.285692186741942,identified,0.9435493749477756,0.0631902309232297,1.4830981983465068,-2.725799822934228,False,1.6747648261180463,20,20,1.0,20.0,0.110137650297654,2.202753005953081,nonlinear_exponential_least_squares_positive_prefix,3.2646420626807884,4.836505980838208,125,parametric_residual_positive_prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,held-out character-level interpolated Kneser-Ney,99965,19982,16604,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Maltese,mt_mt,mt,mlt,Western Europe,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2260846378,loaded,mt_mudt,269736,20,standard_fixed_lag,9.957304275811063,1.8421936506656995,3.502411564762941,9.129015356092056,0.1095408388520971,12.4055,11.91,52139.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.416524880766838,3.802462032714877,identified,0.972477586923854,0.0489077168213101,1.5428593402871966,-2.751463905182907,False,1.706179570206435,20,20,1.0,20.0,0.1095408388520971,2.1908167770419427,nonlinear_exponential_least_squares_positive_prefix,,,14,parametric_residual_positive_prefix,20250.0,5276.0,4.826320987654321,4.0,0.2605432098765432,116860.0,104.06055209260909,2.0434595183351294,2.396782390864304,2.508956037693612,0.3533228725291746,0.4654965193584828,0.3533228725291746,0.4654965193584828,0.5684971850573237,identified,koplenig_lz_longest_match_v6_ud_annotations,2.0434595183351294,117982.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,1123.0,22880.0,0.003277972027972,0.003277972027972,0.9999990475841096,3.37197223881969,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,99989,20000,16800,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Shona,sn_zw,sn,sna,Sub-Saharan Africa,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2263401870,no_matching_treebank,,0,20,standard_fixed_lag,8.915894260134966,1.1364671034812623,3.492787948988353,8.262826386367696,0.1210239636221614,14.46075,13.92,60610.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.8845038718823375,7.308501931433771,identified,0.94057823599884,0.0881257537699071,1.4827176207584831,0.0756217844136477,False,3.815807674289798,20,20,1.0,20.0,0.1210239636221614,2.4204792724432296,nonlinear_exponential_least_squares_positive_prefix,5.376195611609888,9.14917726342156,121,parametric_residual_positive_prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,held-out character-level interpolated Kneser-Ney,99976,19989,16887,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Uzbek,uz_uz,uz,uzb,Central Asia / Middle East / North Africa,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2267402337,loaded,uz_uzudt,109446,20,standard_fixed_lag,9.437959758709408,1.4375496986941816,3.8074845378038544,9.901690679433328,0.1009928538847498,12.177550000000002,11.7,55639.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.5209588200411363,5.158373092769904,identified,0.9555302186255136,0.0685999923606232,1.625982169699935,-2.042155150997573,False,2.176261535124512,20,20,1.0,20.0,0.1009928538847498,2.019857077694998,nonlinear_exponential_least_squares_positive_prefix,4.323735936482775,6.016752457586084,133,parametric_residual_positive_prefix,4559.0,2393.0,5.967975433209037,6.0,0.5248958104847554,31284.0,64.77018633540372,2.093394821573569,2.2729776661394845,2.9498333678212445,0.1795828445659153,0.8564385462476753,0.1795828445659153,0.8564385462476753,0.8266610649564983,identified,koplenig_lz_longest_match_v6_ud_annotations,2.093394821573569,31766.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,483.0,5430.0,0.460036832412523,1.0348066298342542,0.8475781731572547,2.6476652516676773,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,99984,19993,16838,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Greek,el_gr,el,ell,Western Europe,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2290566908,loaded,el_gdt,736393,20,standard_fixed_lag,9.173428107765826,2.03140154378794,2.058581954880517,11.176867242257668,0.0894705088935104,11.221316666666668,10.89,27720.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.6405707631134552,7.159574378590774,identified,0.9676494396309552,0.0698512737521379,1.7600205722436686,-1.5035429255199522,False,3.048925131493605,20,20,1.0,20.0,0.0894705088935104,1.7894101778702085,nonlinear_exponential_least_squares_positive_prefix,6.139582555629599,8.24794770123315,129,parametric_residual_positive_prefix,37244.0,8936.0,5.529373858876598,5.0,0.2399312640962302,241518.0,145.31768953068593,1.91971484987336,2.2508945025143934,2.4610604993570493,0.3311796526410333,0.5413456494836892,0.3311796526410333,0.5413456494836892,0.6204354740950617,identified,koplenig_lz_longest_match_v6_ud_annotations,1.91971484987336,243179.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,1662.0,42326.0,0.6816377640221141,2.862613996125313,0.9693077498120172,3.440143615974818,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,99976,19977,17080,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Malayalam,ml_in,ml,mal,South Asia,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2301509753,no_matching_treebank,,0,20,standard_fixed_lag,8.95801693204429,1.231673458326217,1.2318851830783932,10.506981976577595,0.0951748087347273,11.807783333333331,11.16,17455.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.6696379228413252,7.035873586126663,identified,0.9990782528309942,0.013518034221445,1.7770705589862557,-0.4295622771278036,False,3.649265194439826,20,20,1.0,20.0,0.0951748087347273,1.9034961746945465,nonlinear_exponential_least_squares_positive_prefix,,,17,parametric_residual_positive_prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,held-out character-level interpolated Kneser-Ney,99984,19964,16940,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Yoruba,yo_ng,yo,yor,Sub-Saharan Africa,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2311836895,no_matching_treebank,,0,20,standard_fixed_lag,10.24388579833328,1.61000681156728,2.583640738480048,6.261002450394983,0.1597188322353896,15.072399999999998,14.52,46730.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.5146806296370968,3.222416683328696,identified,0.9904620669635936,0.0309420605618717,1.4932244602002305,-1.8767642306757804,False,2.150343541522941,20,20,1.0,20.0,0.1597188322353896,3.194376644707794,nonlinear_exponential_least_squares_positive_prefix,2.877482436334364,3.342829456176793,143,parametric_residual_positive_prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,held-out character-level interpolated Kneser-Ney,90418,19954,16324,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
French,fr_fr,fr,fra,Western Europe,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2315335738,loaded,fr_gsd,5203939,20,standard_fixed_lag,9.47769585307834,2.15629018315995,3.8704849717669614,10.253631446686937,0.0975264232188793,11.62645,11.1,54000.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.5115943022448645,5.245699425443804,identified,0.9825511459367728,0.0405736145570416,1.548058603453368,-1.9840214401580267,False,2.060115055685702,20,20,1.0,20.0,0.0975264232188793,1.9505284643775864,nonlinear_exponential_least_squares_positive_prefix,4.382717427739449,5.443992787068352,62,parametric_residual_positive_prefix,106292.0,21009.0,4.711793926165657,4.0,0.1976536333872728,602118.0,120.4236,2.08913016227776,2.354953991524564,2.718638630289765,0.2658238292468038,0.6295084680120051,0.2658238292468038,0.6295084680120051,0.7031003683652847,identified,koplenig_lz_longest_match_v6_ud_annotations,2.08913016227776,607117.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,5000.0,121615.0,0.6173580561608354,1.7840233523825186,0.9850035690564466,3.2922437079277964,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,99995,19977,16963,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Portuguese (Brazil),pt_br,pt,por,Latin America / Caribbean,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2317882060,loaded,pt_dantestocks,3968321,20,standard_fixed_lag,9.15162252665352,1.701688548095987,3.518227224182554,8.4042209193421,0.1189878288061806,12.93715,12.24,54619.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.614582327210256,5.1650856509983845,identified,0.9622021786399038,0.0639994492781111,1.56044460730351,-1.1552596792938927,False,2.515215113787037,20,20,1.0,20.0,0.1189878288061806,2.379756576123613,nonlinear_exponential_least_squares_positive_prefix,4.10973745579806,5.694943211749115,131,parametric_residual_positive_prefix,54906.0,8198.0,4.329508614723346,4.0,0.1493097293556259,289582.0,95.25723684210526,1.176194894887855,2.35276641335933,1.2682487846180994,1.1765715184714751,0.0920538897302447,1.1765715184714751,0.0920538897302447,0.072561915546632,identified,koplenig_lz_longest_match_v6_ud_annotations,1.176194894887855,292621.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,3040.0,60923.0,0.449945012556834,1.1951315595095449,0.9984053711156672,3.5593870393725275,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,99948,19992,16766,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Armenian,hy_am,hy,hye,Eastern Europe,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2320414167,loaded,hy_armtdp,2424318,20,standard_fixed_lag,9.841963202298476,1.537314652179241,1.5399697724766144,9.689350925207304,0.103206087561392,12.2405,11.94,22620.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.6637292816720749,6.431105929456498,identified,0.9545598453834028,0.0825771493535392,1.6314519315536908,-0.9917902462336604,False,3.1330647603897392,20,20,1.0,20.0,0.103206087561392,2.064121751227841,nonlinear_exponential_least_squares_positive_prefix,4.95387427665369,7.52795824454983,130,parametric_residual_positive_prefix,67181.0,20504.0,6.249326446465519,6.0,0.3052053407957607,482665.0,110.90647977941175,1.8832092239831648,2.268038539991894,2.588023710807035,0.3848293160087292,0.7048144868238704,0.3848293160087292,0.7048144868238704,0.646830170548999,identified,koplenig_lz_longest_match_v6_ud_annotations,1.8832092239831648,487016.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,4352.0,82871.0,0.7230273557698109,2.847401382872175,0.9518283836221684,3.603497242705587,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,99994,19972,16955,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Central Kurdish,ckb_iq,ckb,ckb,Central Asia / Middle East / North Africa,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2328973092,loaded,ckb_mukri,22336,20,standard_fixed_lag,9.439600383457089,1.508746695433872,1.51014510125124,8.289749685358691,0.1206309041835357,12.51425,11.88,22678.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.681669386204024,5.65086857980346,identified,0.95873386100288,0.0700726101563446,1.5270703983092655,-0.8042412963636187,False,2.8744485859567344,20,20,1.0,20.0,0.1206309041835357,2.4126180836707154,nonlinear_exponential_least_squares_positive_prefix,4.772783929775808,6.534089115995211,121,parametric_residual_positive_prefix,361.0,251.0,4.598337950138504,4.0,0.6952908587257618,1929.0,20.967391304347824,2.100004977760265,2.290412954228504,2.780627645864009,0.1904079764682391,0.6806226681037439,0.1904079764682391,0.6806226681037439,0.7813992221114058,identified,koplenig_lz_longest_match_v6_ud_annotations,2.100004977760265,2020.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,92.0,539.0,0.6289424860853432,1.7142857142857142,0.9784880757731842,1.959731543624161,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,99698,19979,16447,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Kabuverdianu,kea_cv,kea,kea,Western Europe,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2407676125,no_matching_treebank,,0,20,standard_fixed_lag,9.551267797189166,1.5702759492818783,3.059712078010127,7.124482504940547,0.140361071741918,13.864866666666664,13.32,50907.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.5879331749751721,4.188719619184763,identified,0.9583906843481592,0.0645308346491019,1.4837825342088418,-1.116132181272337,False,2.339701281221778,20,20,1.0,20.0,0.140361071741918,2.8072214348383606,nonlinear_exponential_least_squares_positive_prefix,3.405512059676653,4.77019589145489,138,parametric_residual_positive_prefix,,,,,,,,,,,,,,,,,,,,,,,,,,,,held-out character-level interpolated Kneser-Ney,95245,19997,16390,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Serbian,sr_rs,sr,srp,Eastern Europe,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2447353229,loaded,sr_set,1221567,20,standard_fixed_lag,10.301348043468812,1.5183324199926418,3.23972234442978,7.938860202272804,0.1259626664938263,12.9561,12.24,50369.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.7630715791916465,6.057918591530021,identified,0.9551237824640716,0.0827776174503873,1.6341980523976385,-1.4144092112550624,False,3.601771247242293,20,20,1.0,20.0,0.1259626664938263,2.5192533298765274,nonlinear_exponential_least_squares_positive_prefix,4.514595454543295,7.084810447088179,117,parametric_residual_positive_prefix,65323.0,16362.0,5.444315172297659,5.0,0.2504783919905699,417634.0,125.49098557692308,1.975784977921771,2.3169816029431773,2.502931145142324,0.3411966250214062,0.5271461672205526,0.3411966250214062,0.5271461672205526,0.6070715067024663,identified,koplenig_lz_longest_match_v6_ud_annotations,1.975784977921771,420961.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,3328.0,74259.0,0.7999434411990466,2.7074159361154875,0.9944548703649984,3.352229631613822,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,99445,19980,16432,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
Assamese,as_in,as,asm,South Asia,2026-09-16-hf-fleurs-ud-v1,main,2.18,1200,1,2457359867,loaded,as_aiw,35156,20,standard_fixed_lag,10.830598877280291,1.413234730334034,1.4149830104634566,7.521038678200321,0.132960358640156,13.34645,12.75,22662.0,"unicode_orthographic_heuristic_v2; approximate, not gold phonological annotation",0.6028386979021334,4.533973163637864,identified,0.9925668481191544,0.0359095535628656,1.670747712677808,-1.7153989229318922,False,3.160246637323847,20,20,1.0,20.0,0.132960358640156,2.659207172803121,nonlinear_exponential_least_squares_positive_prefix,4.118204502914537,4.718526175696436,147,parametric_residual_positive_prefix,547.0,375.0,4.709323583180987,4.0,0.6855575868372943,3072.0,60.23529411764706,2.4192909252134904,2.580551185732536,3.112331913940473,0.1612602605190454,0.6930409887269824,0.1612602605190454,0.6930409887269824,0.8112372413579316,identified,koplenig_lz_longest_match_v6_ud_annotations,2.4192909252134904,3122.0,normalized_utterances_joined_by_single_spaces; Koplenig-style entropy-rate corpus,51.0,597.0,0.6700167504187605,1.4539363484087102,0.803939982090498,2.4853479853479854,Universal Dependencies 2.18 treebank,held-out character-level interpolated Kneser-Ney,96726,19963,16234,100000,20000,Unicode character excluding whitespace as eligible target; whitespace retained inside context stream,0.8,FLEURS num_samples at 16 kHz
